code,district_code,name
14.01.15.2006,140115,Bukit Sembilan
14.01.15.2009,140115,Binuang
14.01.16.2001,140116,Kampung Pinang
14.01.16.2002,140116,Pantai Raja
14.01.16.2003,140116,Hangtuah
14.01.16.2004,140116,Sialang Kubang
14.01.16.2005,140116,Lubuk Sakat
14.01.17.2001,140117,Pulau Birandang
14.01.17.2002,140117,Pulau Rambai
14.01.17.2003,140117,Kampar
14.01.17.2004,140117,Koto Perambahan
14.01.17.2005,140117,Sungai Putih
14.01.17.2006,140117,Deli Makmur
14.01.17.2007,140117,Sungai Tarap
14.01.17.2008,140117,Tanjung Bungo
14.01.17.2009,140117,Sawah Baru
14.01.18.2001,140118,Muara Jalai
14.01.18.2002,140118,Sawah
14.01.18.2003,140118,Kampung Panjang
14.01.18.2004,140118,Kayu Aro
14.01.18.2005,140118,Sungai Tonang
14.01.18.2006,140118,Sungai Jalau
14.01.18.2007,140118,Sendayan
14.01.18.2008,140118,Naga Beralih
14.01.19.2001,140119,Simalinyang
14.01.19.2002,140119,Bina Baru
14.01.19.2003,140119,Hidup Baru
14.01.19.2004,140119,Karya Bakti
14.01.19.2005,140119,Lubuk Sakai
14.01.19.2006,140119,Penghidupan
14.01.19.2007,140119,Mayang Pongkai
14.01.19.2008,140119,Koto Damai
14.01.19.2009,140119,Utama Karya
14.01.19.2010,140119,Bukit Sakai
14.01.19.2011,140119,Mekar Jaya
14.01.20.2001,140120,Kebun Durian
14.01.20.2002,140120,Gunung Sahilan
14.01.20.2003,140120,Gunung Sari
14.01.20.2004,140120,Suka Makmur
14.01.20.2005,140120,Subarak
14.01.20.2006,140120,Sungai Lipai
14.01.20.2007,140120,Sahilan Darussalam
14.01.20.2008,140120,Gunung Mulya
14.01.20.2009,140120,Makmur Sejahtera
14.01.21.2001,140121,Siberuang
14.01.21.2002,140121,Bandur Picak
14.01.21.2003,140121,Gunung Malelo
14.01.21.2004,140121,Tabing
14.01.21.2005,140121,Pongkai
14.01.21.2006,140121,Tanjung
14.02.01.1004,140201,Kampung Dagang
14.02.01.1006,140201,Pasar Kota
14.02.01.1007,140201,Kampung Besar Kota
14.02.01.1008,140201,Sekip Hulu
14.02.01.1011,140201,Kmp Besar Seberang
14.02.01.1018,140201,Sekip Hilir
14.02.01.2001,140201,Sungai Guntung Tengah
14.02.01.2002,140201,Sungai Guntung Hilir
14.02.01.2003,140201,Kuantan Babu
14.02.01.2005,140201,Kampung Pulau
14.02.01.2009,140201,Sungai Beringin
14.02.01.2010,140201,Pasir Kemilu
14.02.01.2012,140201,Rantau Mapesai
14.02.01.2013,140201,Pulau Gajah
14.02.01.2014,140201,Sungai Raya
14.02.01.2023,140201,Rawa Bangun
14.02.02.1009,140202,Pematang Reba
14.02.02.2001,140202,Barangan
14.02.02.2002,140202,Alang Kepayang
14.02.02.2003,140202,Kota Lama
14.02.02.2004,140202,Redang
14.02.02.2005,140202,Pekan Heran
14.02.02.2006,140202,Rantau Bakung
14.02.02.2007,140202,Talang Jerinjing
14.02.02.2008,140202,Sialang Dua Dahan
14.02.02.2010,140202,Sungai Dawu
14.02.02.2011,140202,Bukit Petaling
14.02.02.2012,140202,Pematang Jaya
14.02.02.2013,140202,Danau Baru
14.02.02.2014,140202,Tanah Datar
14.02.02.2015,140202,Tani Makmur
14.02.02.2016,140202,Sungai Baung
14.02.02.2017,140202,Danau Tiga
14.02.02.2018,140202,Air Jernih
14.02.03.1019,140203,Simpang Kelayang
14.02.03.2007,140203,Pulau Sengkilo
14.02.03.2008,140203,Kota Medan
14.02.03.2009,140203,Simpang Kota Medan
14.02.03.2010,140203,Polak Pisang
14.02.03.2018,140203,Pelangko
14.02.03.2020,140203,Teluk Sejuah
14.02.03.2021,140203,Bongkal Malang
14.02.03.2022,140203,Dusun Tua
14.02.03.2024,140203,Sungai Banyak Ikan
14.02.03.2025,140203,Tanjung Beludu
14.02.03.2026,140203,Sungai Pasir Putih
14.02.03.2027,140203,Sungai Golang
14.02.03.2028,140203,Pasir Beringin
14.02.03.2029,140203,Sungai Kuning Benio
14.02.03.2030,140203,Bukit Selanjut
14.02.03.2031,140203,Dusun Tua Pelang
14.02.04.1007,140204,Air Molek
14.02.04.1020,140204,Kembang Harum
14.02.04.1031,140204,Tanjung Gading
14.02.04.1032,140204,Sekar Mawar
14.02.04.1033,140204,Tanah Merah
14.02.04.2006,140204,Petalongan
14.02.04.2008,140204,Air Molek II
14.02.04.2009,140204,Pasir Keranji
14.02.04.2016,140204,Jati Rejo
14.02.04.2017,140204,Batu Gajah
14.02.04.2018,140204,Candi Rejo
14.02.04.2019,140204,Lembah Dusun Gading
14.02.04.2030,140204,Serumpun Jaya
14.02.05.1005,140205,Peranap
14.02.05.1008,140205,Batu Rijal Hilir
14.02.05.2003,140205,Semelinang Tebing
14.02.05.2004,140205,Gumanti
14.02.05.2007,140205,Batu Rijal Hulu
14.02.05.2009,140205,Semelinang Darat
14.02.05.2010,140205,Pauh Ranap
14.02.05.2012,140205,Serai Wangi
14.02.05.2013,140205,Pandan Wangi
14.02.05.2017,140205,Katipo Pura
14.02.05.2019,140205,Batu Rijal Barat
14.02.05.2020,140205,Setako Raya
14.02.06.1001,140206,Pangkalan Kasai
14.02.06.2002,140206,Kelesa
14.02.06.2003,140206,Beligan
14.02.06.2004,140206,Seresam
14.02.06.2005,140206,Paya Rumbai
14.02.06.2006,140206,Bukit Meranti
14.02.06.2007,140206,Buluh Rampai
14.02.06.2008,140206,Titian Resak
14.02.06.2009,140206,Petala Bumi
14.02.06.2010,140206,Sibabat
14.02.06.2011,140206,Bandar Padang
14.02.07.2002,140207,Anak Talang
14.02.07.2004,140207,Bukit Lingkar
14.02.07.2005,140207,Bukit Lipai
14.02.07.2006,140207,Kuala Gading
14.02.07.2007,140207,Kuala Kilan
14.02.07.2008,140207,Kerubung Jaya
14.02.07.2009,140207,Pejangki
14.02.07.2010,140207,Pematang Manggis
14.02.07.2011,140207,Sipang
14.02.07.2012,140207,Talang Bersemi
14.02.07.2013,140207,Talang Mulya
14.02.07.2014,140207,Punti Anai
14.02.07.2015,140207,Petaling Jaya
14.02.07.2017,140207,Cenaku Kecil
14.02.07.2018,140207,Alim
14.02.07.2019,140207,Aur Cina
14.02.07.2020,140207,Lahai Kemuning
14.02.07.2021,140207,Kepayang Sari
14.02.07.2022,140207,Batu Papan
14.02.07.2023,140207,Sanglap
14.02.08.2001,140208,Siambul
14.02.08.2002,140208,Rantai Langsat
14.02.08.2003,140208,Sungai Akar
14.02.08.2004,140208,Usul
14.02.08.2005,140208,Seberida
14.02.08.2006,140208,Talang Lakat
14.02.08.2007,140208,Belimbing
14.02.08.2008,140208,Ringin
14.02.08.2010,140208,Penyaguan
14.02.08.2011,140208,Danau Rambai
14.02.09.2001,140209,Japura
14.02.09.2002,140209,Sidomulyo
14.02.09.2003,140209,Pasir Ringgit
14.02.09.2004,140209,Gudang Batu
14.02.09.2005,140209,Sungai Sagu
14.02.09.2006,140209,Lirik Area
14.02.09.2007,140209,Rejosari
14.02.09.2008,140209,Lambang Sari V
14.02.09.2009,140209,Lambang Sari IV
14.02.09.2010,140209,Lambang Sari I II III
14.02.09.2011,140209,Wonosari
14.02.09.2012,140209,Seko Lubuk Tigo
14.02.09.2013,140209,Banjar Balam
14.02.09.2014,140209,Redang Seko
14.02.09.2015,140209,Sukajadi
14.02.09.2016,140209,Mekar Sari
14.02.09.2017,140209,Pasir Sialang Jaya
14.02.10.2001,140210,Tambak
14.02.10.2002,140210,Kuala Cenaku
14.02.10.2003,140210,Pulau Gelang
14.02.10.2004,140210,Kuala Mulya
14.02.10.2005,140210,Tanjung Sari
14.02.10.2006,140210,Rawa Sekip
14.02.10.2007,140210,Rawa Asri
14.02.10.2008,140210,Suka Jadi
14.02.10.2009,140210,Teluk Sungkai
14.02.10.2010,140210,Pulau Jum'at
14.02.11.2001,140211,Morong
14.02.11.2002,140211,Pasir Bongkal
14.02.11.2003,140211,Pasir Selabau
14.02.11.2004,140211,Pasir Batu Mandi
14.02.11.2005,140211,Pasir Kelampaian
14.02.11.2006,140211,Kuala Lala
14.02.11.2007,140211,Sungai Lala
14.02.11.2008,140211,Kelawat
14.02.11.2009,140211,Perkebunan Sungai Parit
14.02.11.2010,140211,Perkebunan Sungai Lala
14.02.11.2011,140211,Tanjung Danau
14.02.11.2012,140211,Sungai Air Putih
14.02.12.2001,140212,Rimpian
14.02.12.2002,140212,Pondok Gelugur
14.02.12.2003,140212,Lubuk Batu Tinggal
14.02.12.2004,140212,Sungai Beras Hilir
14.02.12.2005,140212,Kulim Jaya
14.02.12.2006,140212,Sungai Beras Beras
14.02.12.2007,140212,Tasik Juang
14.02.12.2008,140212,Pontian Mekar
14.02.12.2009,140212,Air Putih
14.02.13.2001,140213,Tujuh Buah Tangga
14.02.13.2002,140213,Talang Durian Cacar
14.02.13.2003,140213,Talang Selantai
14.02.13.2004,140213,Talang Perigi
14.02.13.2005,140213,Kuantan Tenang
14.02.13.2006,140213,Kota Baru
14.02.13.2007,140213,Rimba Seminai
14.02.13.2008,140213,Kelayang
14.02.13.2009,140213,Talang Gedabu
14.02.13.2010,140213,Talang Sungai Limau
14.02.13.2011,140213,Talang Sungai Parit
14.02.13.2012,140213,Batu Sawar
14.02.13.2013,140213,Petonggan
14.02.13.2014,140213,Lubuk Sitarak
14.02.13.2015,140213,Bukit Indah
14.02.13.2016,140213,Sungai Ekok
14.02.13.2017,140213,Talang Suka Maju
14.02.13.2018,140213,Kampung Bunga
14.02.13.2019,140213,Talang Pring Jaya
14.02.14.2001,140214,Pesajian
14.02.14.2002,140214,Punti Kayu
14.02.14.2003,140214,Pematang
14.02.14.2004,140214,Selunak
14.02.14.2005,140214,Suka Maju
14.02.14.2006,140214,Pematang Benteng
14.02.14.2007,140214,Sencano Jaya
14.02.14.2008,140214,Sungai Aur
14.02.14.2009,140214,Peladangan
14.02.14.2010,140214,Koto Tuo
14.03.01.1001,140301,Bengkalis Kota
14.03.01.1002,140301,Damon
14.03.01.1003,140301,Rimba Sekampung
14.03.01.2004,140301,Kelapapati
14.03.01.2005,140301,Pedekik
14.03.01.2006,140301,Pangkalan Batang
14.03.01.2007,140301,Sebauk
14.03.01.2008,140301,Teluk Latak
14.03.01.2009,140301,Meskom
14.03.01.2010,140301,Senggoro
14.03.01.2011,140301,Air Putih
14.03.01.2012,140301,Sungai Alam
14.03.01.2013,140301,Penampi
14.03.01.2014,140301,Temeran
14.03.01.2015,140301,Penebal
14.03.01.2016,140301,Pematang Duku
14.03.01.2017,140301,Ketam Putih
14.03.01.2018,140301,Kelemantan
14.03.01.2019,140301,Sekodi
14.03.01.2020,140301,Wonosari
14.03.01.2021,140301,Kuala Alam
14.03.01.2022,140301,Kelebuk
14.03.01.2023,140301,Palkun
14.03.01.2024,140301,Sungai Batang
14.03.01.2025,140301,Prapat Tunggal
14.03.01.2026,140301,Simpang Ayam
14.03.01.2027,140301,Senderak
14.03.01.2028,140301,Kelemantan Barat
14.03.01.2029,140301,Damai
14.03.01.2030,140301,Pangkalan Batang Barat
14.03.01.2031,140301,Pematang Duku Timur
14.03.02.2001,140302,Bantan Tengah
14.03.02.2002,140302,Bantan Air
14.03.02.2003,140302,Bantan Tua
14.03.02.2004,140302,Teluk Pambang
14.03.02.2005,140302,Selat Baru
14.03.02.2006,140302,Teluk Lancar
14.03.02.2007,140302,Kembung Luar
14.03.02.2008,140302,Jangkang
14.03.02.2009,140302,Muntai
14.03.02.2010,140302,Resam Lapis
14.03.02.2011,140302,Berancah
14.03.02.2012,140302,Ulu Pulau
14.03.02.2013,140302,Mentayan
14.03.02.2014,140302,Pambang Pesisir
14.03.02.2015,140302,Sukamaju
14.03.02.2016,140302,Pambang Baru
14.03.02.2017,140302,Kembung Baru
14.03.02.2018,140302,Pasiran
14.03.02.2019,140302,Bantan Sari
14.03.02.2020,140302,Bantan Timur
14.03.02.2021,140302,Teluk Papal
14.03.02.2022,140302,Muntai Barat
14.03.02.2023,140302,Deluk
14.03.03.1010,140303,Sungai Pakning
14.03.03.2001,140303,Sejangat
14.03.03.2002,140303,Dompas
14.03.03.2003,140303,Pangkalan Jambi
14.03.03.2004,140303,Sungai Selari
14.03.03.2005,140303,Buruk Bakul
14.03.03.2006,140303,Bukit Batu
14.03.03.2007,140303,Sukajadi
14.03.03.2016,140303,Batang Duku
14.03.03.2017,140303,Pakning Asal
14.03.09.1001,140309,Air Jamban
14.03.09.1002,140309,Babussalam
14.03.09.1003,140309,Batang Serosa
14.03.09.1004,140309,Balik Alam
14.03.09.1006,140309,Duri Barat
14.03.09.1007,140309,Duri Timur
14.03.09.1008,140309,Gajah Sakti
14.03.09.1009,140309,Talang Mandi
14.03.09.1010,140309,Pematang Pudu
14.03.09.2011,140309,Harapan Baru
14.03.09.2021,140309,Bathin Betuah
14.03.10.1001,140310,Batu Panjang
14.03.10.1002,140310,Pergam
14.03.10.1003,140310,Terkul
14.03.10.1004,140310,Tanjung Kapal
14.03.10.2005,140310,Sungai Cingam
14.03.10.2006,140310,Teluk Lecah
14.03.10.2007,140310,Makeruh
14.03.10.2008,140310,Hutan Panjang
14.03.10.2009,140310,Pangkalan Nyirih
14.03.10.2010,140310,Sukarjo Mesim
14.03.10.2011,140310,Darul Aman
14.03.10.2012,140310,Parit Kebumen
14.03.10.2013,140310,Sri Tanjung
14.03.10.2014,140310,Pancur Jaya
14.03.10.2015,140310,Pangkalan Pinang
14.03.10.2016,140310,Dungun Baru
14.03.11.2001,140311,Tanjung Medang
14.03.11.2002,140311,Teluk Rhu
14.03.11.2003,140311,Tanjung Punak
14.03.11.2004,140311,Kadur
14.03.11.2005,140311,Titi Akar
14.03.11.2006,140311,Hutan Ayu
14.03.11.2007,140311,Suka Damai
14.03.11.2008,140311,Puteri Sembilan
14.03.12.2001,140312,Lubuk Muda
14.03.12.2002,140312,Tanjung Belit
14.03.12.2003,140312,Sungai Siput
14.03.12.2004,140312,Sepotong
14.03.12.2005,140312,Lubuk Gaung
14.03.12.2006,140312,Langkat
14.03.12.2007,140312,Sadar Jaya
14.03.12.2008,140312,Sungai Linau
14.03.12.2009,140312,Bandar Jaya
14.03.12.2010,140312,Muara Dua
14.03.12.2011,140312,Tanjung Damai
14.03.12.2012,140312,Sumber Jaya
14.03.12.2013,140312,Lubuk Garam
14.03.12.2014,140312,Liang Banir
14.03.12.2015,140312,Tanjung Datuk
14.03.12.2016,140312,Koto Raja
14.03.12.2017,140312,Sungai Nibung
14.03.13.1001,140313,Titian Antui
14.03.13.1012,140313,Balai Raja
14.03.13.2003,140313,Balai Pungut
14.03.13.2005,140313,Muara Basung
14.03.13.2007,140313,Pinggir
14.03.13.2008,140313,Semunai
14.03.13.2011,140313,Tengganau
14.03.13.2014,140313,Sungai Meranti
14.03.13.2015,140313,Pangkalan Libut
14.03.13.2016,140313,Buluh Apo
14.03.14.2001,140314,Parit I Api-Api
14.03.14.2002,140314,Temiang
14.03.14.2003,140314,Api-Api
14.03.14.2004,140314,Tenggayun
14.03.14.2005,140314,Sepahat
14.03.14.2006,140314,Bukit Kerikil
14.03.14.2007,140314,Tanjung Leban
14.03.15.2001,140315,Tasik Serai
14.03.15.2002,140315,Tasik Serai Barat
14.03.15.2003,140315,Kualo Penaso
14.03.15.2004,140315,Beringin
14.03.15.2005,140315,Koto Pait Beringin
14.03.15.2006,140315,Melibur
14.03.15.2007,140315,Tasik Serai Timur
14.03.15.2008,140315,Tasik Tebing Serai
14.03.15.2009,140315,Serai Wangi
14.03.16.2001,140316,Petani
14.03.16.2002,140316,Air Kulim
14.03.16.2003,140316,Buluh Manis
14.03.16.2004,140316,Bumbung
14.03.16.2005,140316,Pamesi
14.03.16.2006,140316,Kesumbo Ampai
14.03.16.2007,140316,Bathin Sobanga
14.03.16.2008,140316,Sebangar
14.03.16.2009,140316,Boncah Mahang
14.03.16.2010,140316,Balai Makam
14.03.16.2011,140316,Tambusai Batang Dui
14.03.16.2012,140316,Simpang Padang
14.03.16.2013,140316,Pematang Obo
14.04.01.1001,140401,Pulaukijang
14.04.01.1017,140401,Metro
14.04.01.1018,140401,Madani
14.04.01.2002,140401,Sanglar
14.04.01.2003,140401,Pulaukecil
14.04.01.2004,140401,Sungaiterap
14.04.01.2009,140401,Sungaiundan
14.04.01.2010,140401,Seberang Sanglar
14.04.01.2011,140401,Mekar Sari
14.04.01.2012,140401,Seberang Pulau Kijang
14.04.01.2013,140401,Sungaiasam
14.04.01.2014,140401,Pulauruku
14.04.01.2019,140401,Tanjunglabuh
14.04.01.2020,140401,Sungaimahang
14.04.02.1001,140402,Enok
14.04.02.1002,140402,Pusaran
14.04.02.1003,140402,Telukmedan
14.04.02.1013,140402,Pantaiseberang Makmur
14.04.02.2004,140402,Pengalihan
14.04.02.2005,140402,Sungaiambat
14.04.02.2006,140402,Simpang Tiga
14.04.02.2007,140402,Rantau Panjang
14.04.02.2008,140402,Sungairukam
14.04.02.2009,140402,Bagan Jaya
14.04.02.2010,140402,Suhada
14.04.02.2011,140402,Jaya Bhakti
14.04.02.2012,140402,Sungailokan
14.04.02.2014,140402,Simpang Tiga Daratan
14.04.03.1007,140403,Sapat
14.04.03.2001,140403,Sungaibuluh
14.04.03.2002,140403,Tanjunglajau
14.04.03.2003,140403,Sungaibela
14.04.03.2006,140403,Telukdalam
14.04.03.2008,140403,Sungaipiyai
14.04.03.2009,140403,Perigi Raja
14.04.03.2010,140403,Tanjungmelayu
14.04.04.1001,140404,Tembilahan Kota
14.04.04.1002,140404,Tembilahan Hilir
14.04.04.1003,140404,Seberang Tembilahan
14.04.04.1004,140404,Sungaiperak
14.04.04.1005,140404,Sungaiberingin
14.04.04.1006,140404,Pekan Arba
14.04.04.1007,140404,Seberang Tembilahan Barat
14.04.04.1008,140404,Seberang Tembilahan Selatan
14.04.05.1004,140405,Sungaisalak
14.04.05.1005,140405,Tempuling
14.04.05.1016,140405,Tanjungpidada
14.04.05.1017,140405,Pangkalan Tujuh
14.04.05.2002,140405,Telukkiambang
14.04.05.2003,140405,Mumpa
14.04.05.2007,140405,Telukjira
14.04.05.2009,140405,Karya Tunas Jaya
14.04.05.2011,140405,Harapan Jaya
14.04.06.1004,140406,Sungaiempat
14.04.06.1005,140406,Telukpinang
14.04.06.1009,140406,Tanjungharapan
14.04.06.2001,140406,Kuala Gaung
14.04.06.2002,140406,Telukpantaian
14.04.06.2003,140406,Teluksungka
14.04.06.2006,140406,Sungaiiliran
14.04.06.2007,140406,Teluktuasan
14.04.06.2008,140406,Rambaian
14.04.06.2010,140406,Harapan Makmur
14.04.06.2011,140406,Kelumpang
14.04.06.2012,140406,Idaman
14.04.07.1004,140407,Khairiah Mandah
14.04.07.2001,140407,Pulaucawan
14.04.07.2002,140407,Belaras
14.04.07.2003,140407,Bente
14.04.07.2005,140407,Igal
14.04.07.2006,140407,Pelanduk
14.04.07.2007,140407,Bakau Aceh
14.04.07.2008,140407,Batang Tumu
14.04.07.2009,140407,Bekawan
14.04.07.2010,140407,Bantayan
14.04.07.2011,140407,Batang Sari
14.04.07.2012,140407,Bolak Raya
14.04.07.2013,140407,Cahaya Baru
14.04.07.2014,140407,Belaras Barat
14.04.07.2015,140407,Sepakat Jaya
14.04.07.2016,140407,Suraya Mandiri
14.04.07.2017,140407,Bidari Tanjung Datuk
14.04.08.1001,140408,Tegaraja
14.04.08.1009,140408,Amal Bakti
14.04.08.1010,140408,Bandar Sri Gemilang
14.04.08.2002,140408,Kuala Selat
14.04.08.2003,140408,Sungaisimbar
14.04.08.2004,140408,Penjuru
14.04.08.2005,140408,Sari Mulia
14.04.08.2006,140408,Air Tawar
14.04.08.2007,140408,Tanjungraja
14.04.08.2008,140408,Sungaiteritip
14.04.08.2011,140408,Makmur Jaya
14.04.09.1003,140409,Kota Baru Reteh
14.04.09.2001,140409,Pebenaan
14.04.09.2002,140409,Seberang Pebenaan
14.04.09.2004,140409,Nusantara Jaya
14.04.09.2005,140409,Kota Baru Seberida
14.04.09.2006,140409,Kembang Mekarsari
14.04.09.2007,140409,Pasar Kembang
14.04.09.2008,140409,Kuala Keritang
14.04.09.2009,140409,Kuala Lemang
14.04.09.2010,140409,Telukkelasa
14.04.09.2011,140409,Pengalihan
14.04.09.2012,140409,Pancur
14.04.09.2013,140409,Sencalang
14.04.09.2014,140409,Petalongan
14.04.09.2015,140409,Nyiur Permai
14.04.09.2016,140409,Lintas Utara
14.04.09.2017,140409,Kayu Raja
14.04.10.1001,140410,Kuala Enok
14.04.10.2002,140410,Selatnama
14.04.10.2003,140410,Sungainyiur
14.04.10.2004,140410,Tanjungbaru
14.04.10.2005,140410,Tekulai Hilir
14.04.10.2006,140410,Tekulai Hulu
14.04.10.2007,140410,Tekulai Bugis
14.04.10.2008,140410,Tanjungpasir
14.04.10.2009,140410,Tanah Merah
14.04.10.2010,140410,Sungailaut
14.04.11.1001,140411,Sungaipiring
14.04.11.2002,140411,Sungailuar
14.04.11.2003,140411,Sungaidusun
14.04.11.2004,140411,Sungaijunjangan
14.04.11.2005,140411,Sungairaya
14.04.11.2006,140411,Kuala Sebatu
14.04.11.2007,140411,Tanjungsiantar
14.04.11.2008,140411,Sungairawa
14.04.11.2009,140411,Sialang Jaya
14.04.11.2010,140411,Gemilang Jaya
14.04.11.2011,140411,Tasik Raya
14.04.11.2012,140411,Pasir Emas
14.04.11.2013,140411,Simpang Jaya
14.04.12.1006,140412,Kuala Lahang
14.04.12.2001,140412,Terusan Kempas
14.04.12.2002,140412,Lahang Baru
14.04.12.2003,140412,Simpang Gaung
14.04.12.2004,140412,Belantaraya
14.04.12.2005,140412,Sungaibaru
14.04.12.2007,140412,Lahang Tengah
14.04.12.2008,140412,Lahang Hulu
14.04.12.2009,140412,Pungkat
14.04.12.2010,140412,Jerambang
14.04.12.2011,140412,Telukkabung
14.04.12.2012,140412,Gembira
14.04.12.2013,140412,Semambu Kuning
14.04.12.2014,140412,Telukmerbau
14.04.12.2015,140412,Soren
14.04.12.2016,140412,Pintasan
14.04.13.1001,140413,Tembilahan Hulu
14.04.13.1005,140413,Tembilahan Barat
14.04.13.2002,140413,Pekan Kamis
14.04.13.2003,140413,Pulaupalas
14.04.13.2004,140413,Sialang Panjang
14.04.13.2006,140413,Sungaiintan
14.04.14.1001,140414,Selensen
14.04.14.2002,140414,Batu Ampar
14.04.14.2003,140414,Keritang
14.04.14.2004,140414,Air Balui
14.04.14.2005,140414,Tuk Jimun
14.04.14.2006,140414,Kemuning Tua
14.04.14.2007,140414,Kemuning Muda
14.04.14.2008,140414,Limau Manis
14.04.14.2009,140414,Lubuk Besar
14.04.14.2010,140414,Sekara
14.04.14.2011,140414,Talang Jangkang
14.04.14.2012,140414,Sekayan
14.04.15.1002,140415,Pelangiran
14.04.15.2001,140415,Rotan Semelur
14.04.15.2003,140415,Simpang Kateman
14.04.15.2004,140415,Tanjungsimpang
14.04.15.2005,140415,Baung Rejo Jaya
14.04.15.2006,140415,Tagagiri Tama Jaya
14.04.15.2007,140415,Pinang Jaya
14.04.15.2008,140415,Wonosari
14.04.15.2009,140415,Tegal Rejo
14.04.15.2010,140415,Intan Mulia Jaya
14.04.15.2011,140415,Saka Palas Jaya
14.04.15.2012,140415,Catur Karya
14.04.15.2013,140415,Bagan Jaya
14.04.15.2014,140415,Telukbunian
14.04.15.2015,140415,Terusan Beringin Jaya
14.04.15.2016,140415,Hidayah
14.04.16.2001,140416,Hibrida Mulia
14.04.16.2002,140416,Indra Sari Jaya
14.04.16.2003,140416,Tunggal Rahayu Jaya
14.04.16.2004,140416,Griya Mukti Jaya
14.04.16.2005,140416,Beringin Mulia
14.04.16.2006,140416,Hibrida Jaya
14.04.16.2007,140416,Sumber Jaya
14.04.16.2008,140416,Sumber Makmur Jaya
14.04.16.2009,140416,Sumber Sari Jaya
14.04.16.2010,140416,Kelapa Patih Jaya
14.04.16.2011,140416,Sapta Mulia Jaya
14.04.16.2012,140416,Saka Rotan
14.04.16.2013,140416,Gembaran
14.04.17.2001,140417,Pulauburung
14.04.17.2002,140417,Teluknibung
14.04.17.2003,140417,Sungaidanai
14.04.17.2004,140417,Mayang Sari Jaya
14.04.17.2005,140417,Bukit Sari Intan Jaya
14.04.17.2006,140417,Manunggal Jaya
14.04.17.2007,140417,Bangun Harjo Jaya
14.04.17.2008,140417,Ringin Jaya
14.04.17.2009,140417,Sri Damai
14.04.17.2010,140417,Sapta Jaya
14.04.17.2011,140417,Keramat Jaya
14.04.17.2012,140417,Binagun Jaya
14.04.17.2013,140417,Suka Jaya
14.04.17.2014,140417,Sukaharjo Jaya
14.04.18.1001,140418,Concong Luar
14.04.18.2002,140418,Concong Dalam
14.04.18.2003,140418,Concong Tengah
14.04.18.2004,140418,Kampung Baru
14.04.18.2005,140418,Panglima Raja
14.04.18.2006,140418,Sungaiberapit
14.04.19.1002,140419,Kempas Jaya
14.04.19.1007,140419,Harapan Tani
14.04.19.2001,140419,Pekan Tua
14.04.19.2003,140419,Rumbai Jaya
14.04.19.2004,140419,Bayas Jaya
14.04.19.2005,140419,Sungaiara
14.04.19.2006,140419,Sungaigantang
14.04.19.2008,140419,Karya Tani
14.04.19.2009,140419,Kerta Jaya
14.04.19.2010,140419,Kulim Jaya
14.04.19.2011,140419,Danaupulai Indah
14.04.19.2012,140419,Sungairabit
14.04.20.1001,140420,Benteng
14.04.20.2002,140420,Benteng Utara
14.04.20.2003,140420,Pasenggerahan
14.04.20.2004,140420,Kuala Sungai Batang
14.04.20.2005,140420,Kuala Patah Parang
14.04.20.2006,140420,Benteng Barat
14.04.20.2007,140420,Pandan Sari
14.04.20.2008,140420,Mugo Mulyo
14.05.01.1010,140501,Ukui I
14.05.01.2001,140501,Air Hitam
14.05.01.2002,140501,Air Emas
14.05.01.2003,140501,Bukit Gajah
14.05.01.2004,140501,Bukit Jaya
14.05.01.2005,140501,Kampung Baru
14.05.01.2006,140501,Lubuk Kembang Bunga
14.05.01.2007,140501,Lubuk Kembang Sari
14.05.01.2008,140501,Silikuan Hulu
14.05.01.2009,140501,Tri Mulya Jaya
14.05.01.2011,140501,Ukui Dua
14.05.01.2012,140501,Bagan Limau
14.05.02.1007,140502,Pangkalan Kerinci Barat
14.05.02.1008,140502,Pangkalan Kerinci Kota
14.05.02.1009,140502,Pangkalan Kerinci Timur
14.05.02.2001,140502,Mekar Jaya
14.05.02.2002,140502,Kuala Terusan
14.05.02.2003,140502,Makmur
14.05.02.2005,140502,Rantau Baru
14.05.03.1001,140503,Sorek I
14.05.03.2002,140503,Sorek II
14.05.03.2003,140503,Dundangan
14.05.03.2004,140503,Palas
14.05.03.2005,140503,Terantang Manuk
14.05.03.2006,140503,Kemang
14.05.03.2007,140503,Talau
14.05.03.2008,140503,Tanjung Beringin
14.05.03.2009,140503,Betung
14.05.03.2010,140503,Kesuma
14.05.03.2011,140503,Surya Indah
14.05.03.2012,140503,Sialang Indah
14.05.03.2013,140503,Beringin Indah
14.05.03.2014,140503,Meranti
14.05.03.2015,140503,Harapan Jaya
14.05.03.2016,140503,Batang Kulim
14.05.03.2017,140503,Sidomukti
14.05.04.1001,140504,Pangkalan Lesung
14.05.04.2002,140504,Dusun Tua
14.05.04.2003,140504,Genduang
14.05.04.2004,140504,Mayang Sari
14.05.04.2005,140504,Rawang Sari
14.05.04.2006,140504,Mulya Subur
14.05.04.2007,140504,Sari Mulya
14.05.04.2008,140504,Sari Makmur
14.05.04.2009,140504,Tanjung Kuyo
14.05.04.2010,140504,Pesaguan
14.05.05.1001,140505,Langgam
14.05.05.2002,140505,Tambak
14.05.05.2003,140505,Penarikan
14.05.05.2004,140505,Segati
14.05.05.2005,140505,Sotol
14.05.05.2006,140505,Pangkalan Gondai
14.05.05.2007,140505,Langkan
14.05.05.2008,140505,Padang Luas
